Age,Gender,Origin,HighSchool_Grade,Admission_Test,Semester1_Grade,Socioeconomic_Level,Scholarship,Loan,Financial_Aid,Dropout
17.0,Female,National,3.8541782236496767,84.1101836402999,3.3273852202358034,,0.0,1.0,0.0,No
20.0,Male,Regional,3.6219003568855994,67.36462427457377,-5.956470854213146,Low,0.0,1.0,1.0,Yes
27.0,Female,National,3.217960684631636,71.02316679074727,3.068588207429627,Low,0.0,1.0,0.0,Yes
25.0,Male,National,2.8598478006645527,69.94321903001119,3.2156353776528714,High,1.0,0.0,0.0,No
21.0,Male,Regional,3.9362286641400726,344.0,2.7258460028047464,Medium,1.0,0.0,1.0,No
22.0,Male,National,3.8251005889793306,62.7153233805556,3.188388858871575,Medium,1.0,1.0,0.0,No
19.0,Male,Local,3.4504120681103085,,2.7597654071518125,Medium,0.0,0.0,0.0,Yes
22.0,Male,Local,4.423318498023833,65.99531927628962,3.4351003228992356,,0.0,1.0,0.0,No
26.0,Male,Regional,2.964957616836924,50.22964659312257,2.741272764769456,Medium,1.0,0.0,0.0,No
23.0,Female,,2.7372374145376304,52.07074977375365,3.2639702757315305,Medium,0.0,0.0,0.0,No
26.0,Male,Regional,3.1540459650593777,68.7954602813264,2.9795160304205153,Low,0.0,1.0,,No
16.0,Female,Local,3.4772069918222512,78.57424607150453,3.7882351755405175,Low,0.0,0.0,0.0,Yes
21.0,Male,National,3.621669724661346,60.319073651040924,2.9640243934880597,Low,0.0,1.0,0.0,
23.0,Female,Local,3.379381971071835,64.63249518898445,1.758877272255183,Medium,,1.0,,No
20.0,Female,Regional,3.6760276982571485,85.53322416952857,3.883345050499794,High,0.0,1.0,0.0,No
19.0,Female,National,2.874230287904778,63.61129769232853,2.365987389396167,Low,0.0,1.0,,Yes
17.0,,National,4.221882302036629,99.02524671270592,2.5423635629458263,Medium,0.0,0.0,0.0,Yes
21.0,Male,Local,3.4589244108037156,68.48264468447316,2.5830370941695557,Low,0.0,1.0,0.0,No
21.0,Female,,4.058647915794063,33.58855861266274,-5.956470854213146,High,1.0,0.0,0.0,No
26.0,Male,Local,3.671362673188852,71.30012431656799,1.5050280502149131,Low,0.0,0.0,0.0,Yes
16.0,Female,National,3.728376609576892,65.71737577324167,5.0,Medium,0.0,1.0,0.0,Yes
24.0,Male,Local,3.784883640116102,79.34629131124119,3.7392397663462362,Medium,1.0,,0.0,Yes
27.0,Female,Local,3.7238542800086574,70.09772026904938,3.1562672398904117,Medium,0.0,0.0,1.0,No
26.0,Female,Regional,3.821361379933772,57.92316024024339,-5.956470854213146,Medium,,0.0,,Yes
21.0,Male,Regional,4.1645762650662155,41.635526455659516,,,0.0,0.0,0.0,Yes
28.0,Female,National,3.598260584850735,56.86465114070962,3.3647856998655366,Low,0.0,1.0,0.0,No
18.0,Male,Local,3.854501878794256,47.2421931868605,3.45165091016504,Low,0.0,0.0,0.0,No
,Female,Local,3.4551321528563865,51.29214825292916,3.388923126202414,Low,1.0,,1.0,No
,Female,Local,4.220058607724736,68.82867606630914,3.0627064768786743,Medium,0.0,1.0,0.0,No
26.0,Male,National,3.161803848970365,85.0485675652711,2.8618631057848716,Low,0.0,1.0,0.0,No
19.0,Male,National,4.400470216455408,65.92007294734472,2.894108701442542,Low,0.0,0.0,1.0,Yes
18.0,Male,Regional,3.4799210246778283,42.06175406947224,2.8635642037531235,Medium,0.0,1.0,0.0,No
25.0,Female,Regional,2.784612448940976,66.66904002330212,3.793639067806945,High,0.0,0.0,0.0,No
18.0,Male,Regional,3.5640522074553944,77.94947229968477,3.4154897055966034,,0.0,1.0,0.0,Yes
18.0,Female,Local,3.1594741712625596,50.85325643520927,0.9417279557350038,Low,0.0,0.0,0.0,Yes
19.0,Female,,3.920321774494362,57.989742499906235,3.459130543570833,Low,0.0,1.0,1.0,Yes
22.0,Male,Regional,3.1736880103488048,,3.1363153363031424,High,0.0,1.0,1.0,Yes
19.0,Male,Local,3.27690828339261,48.2265253037664,2.986903870487872,Low,0.0,0.0,0.0,No
24.0,Female,Regional,2.5552296345272345,69.72420650765788,2.72803708283778,Low,1.0,0.0,0.0,Yes
16.0,Female,National,3.2738468403754615,58.18577777088328,3.7868789039902095,Medium,0.0,1.0,1.0,No
23.0,Male,,2.288060336685522,66.29298665860541,3.6632685234860003,Medium,0.0,0.0,0.0,No
,Male,National,2.7080485882571383,46.6876173329685,2.458985632523474,Medium,0.0,1.0,0.0,Yes
17.0,Male,Local,3.8802073280721485,53.438125495148846,3.2849366009871748,Low,1.0,0.0,1.0,Yes
23.0,,Regional,3.892900079325416,70.83572036741657,2.3198402858211,Low,0.0,0.0,0.0,Yes
16.0,Male,Local,3.7127287808924825,54.4075027186235,2.0342672846477488,High,0.0,1.0,0.0,Yes
26.0,Female,National,3.0165119284353934,85.90445776850108,2.5612979427870246,Low,1.0,1.0,0.0,No
27.0,Female,National,3.4761443219290102,54.005457215780964,3.603675430667931,Medium,1.0,1.0,1.0,No
24.0,Female,National,3.4981987304547157,63.37027088627829,3.6671875317632607,Medium,0.0,0.0,0.0,No
24.0,Female,Local,2.9208176554037286,73.98886247809635,3.359159794068105,Medium,0.0,1.0,0.0,No
17.0,Male,Local,4.251699150883575,38.724514006004526,3.507567050793598,Low,1.0,0.0,0.0,Yes
22.0,Male,Local,3.938681145287836,33.587867820288366,3.361324800980471,Low,1.0,1.0,0.0,Yes
29.0,Male,Local,3.389517913085168,37.11515528144858,2.5509628833439333,Medium,1.0,1.0,0.0,No
25.0,Female,National,,78.93876155140774,3.3023457812717583,High,0.0,0.0,0.0,Yes
18.0,Female,National,3.6041914039737764,,3.5602866676593776,High,0.0,0.0,0.0,No
22.0,Male,Regional,2.4791325657878547,98.37298928502378,3.528003930869502,Low,0.0,0.0,0.0,Yes
27.0,Male,Regional,3.3764113087397014,51.53628602013917,3.8322393600322497,Low,1.0,1.0,1.0,Yes
25.0,Female,Local,3.159007876001101,62.768269547955555,3.4958126930407447,High,0.0,0.0,0.0,Yes
24.0,Female,National,2.999189995052542,83.13164928851813,3.2460137452791082,Medium,,1.0,1.0,No
19.0,Male,National,3.3594498535570225,90.09139332238684,3.749105166821499,High,1.0,0.0,0.0,Yes
27.0,Male,National,4.398843263424761,90.92255364954596,2.981435118525658,Low,0.0,1.0,0.0,No
16.0,Female,Regional,3.820421430633505,78.12549345889714,,Medium,1.0,1.0,0.0,Yes
17.0,Male,Regional,3.2144105051086016,75.36093788717193,2.885853125239365,Medium,0.0,0.0,0.0,No
16.0,Male,National,3.7862913906780795,68.88790423801774,2.478568148635486,Medium,0.0,0.0,1.0,Yes
29.0,Male,National,4.199677718293001,71.67541614249957,2.5273752075179328,Medium,0.0,0.0,0.0,No
27.0,Female,National,3.9623168414563845,51.732214255071995,2.8988369304991375,Low,1.0,1.0,0.0,Yes
20.0,Female,Regional,3.529815184960087,47.72701674866539,2.445306055300027,Medium,0.0,1.0,0.0,Yes
20.0,Female,National,3.176531611147213,59.94938313883572,2.784426929252672,Low,,0.0,0.0,Yes
26.0,Female,National,3.849111656806795,57.447230662126074,1.6744697331323501,Medium,1.0,1.0,0.0,Yes
22.0,Female,Local,3.696742692710875,53.201579260090874,3.149305595161057,High,0.0,,0.0,Yes
24.0,Female,,3.947596610013866,70.44581171185072,3.000843832753557,Low,0.0,0.0,0.0,No
24.0,Female,Regional,3.8175859008409847,74.32957812855766,2.4280379582522666,High,0.0,1.0,0.0,Yes
18.0,Male,National,4.024776357659667,61.32610329437771,3.4614719679026837,Low,0.0,0.0,0.0,Yes
18.0,,National,3.232382394219716,82.16295121582893,3.656299096338591,Medium,0.0,0.0,0.0,Yes
18.0,Male,Local,4.158697032817162,42.87466328799742,1.874708094941718,High,0.0,0.0,0.0,No
19.0,Male,Regional,3.5987998023462,57.095108110804226,2.46609265500365,Low,0.0,0.0,0.0,Yes
23.0,Male,Local,4.537630436312632,49.247665190957925,2.4616003551488914,Low,0.0,0.0,0.0,Yes
21.0,Male,Local,3.155406090955216,32.0019507439041,2.3420678292237946,Medium,0.0,0.0,0.0,Yes
23.0,Male,Local,4.367981901582625,58.75978971235951,3.580632389352224,Low,0.0,,0.0,No
16.0,Female,Local,3.598955391731324,58.17378737425075,2.8643217028590375,Medium,0.0,0.0,0.0,Yes
23.0,Female,National,3.1742909981927756,82.70174614863197,2.8148396110825726,High,0.0,,1.0,Yes
19.0,Male,National,3.2580570829728392,69.46217526832166,1.5972963449152726,Medium,0.0,0.0,0.0,Yes
26.0,,Local,3.33982634590284,44.63719763506192,3.4447926211464583,Low,0.0,0.0,0.0,Yes
16.0,Female,Regional,3.712082973200958,87.81138849501282,2.1325191236025693,Medium,0.0,1.0,1.0,
23.0,Male,Regional,3.76141774401775,78.31550543288029,3.0419528411864296,Medium,1.0,1.0,1.0,Yes
19.0,Male,Regional,3.2131499980307106,68.73146555202923,3.194163856570734,Low,0.0,0.0,0.0,No
21.0,Female,Regional,,56.60273851725252,3.9524610170870558,Medium,1.0,1.0,1.0,No
23.0,Male,Local,4.571135179305932,45.6084114491478,2.0838257206166215,Medium,1.0,0.0,0.0,Yes
19.0,Female,National,4.363771585050356,344.0,0.8863414909254224,Medium,0.0,0.0,0.0,Yes
29.0,Male,Regional,3.7181618348370162,76.33122929556279,3.128694681327586,Low,0.0,0.0,0.0,No
18.0,Female,Local,3.5190017390841,88.26879458901914,4.2603578270575975,Medium,0.0,,0.0,Yes
29.0,Female,Regional,3.5600156633591307,83.14865292408284,3.8672624470576062,Low,1.0,0.0,0.0,
24.0,Female,Regional,3.8067589863652085,52.667258673205886,3.146761590692238,Low,0.0,1.0,0.0,Yes
18.0,Male,Local,,43.205738500664836,2.655854670057567,High,0.0,0.0,0.0,Yes
,Female,National,3.3713117312883276,62.113293703668056,3.564985817646117,Medium,0.0,1.0,,No
28.0,Male,National,2.6657079630612053,33.473409516557226,2.318517660206872,Low,1.0,0.0,1.0,Yes
17.0,Male,Local,3.6996115613026395,64.84751571277172,,Low,1.0,0.0,0.0,Yes
29.0,Male,National,3.8235979698513707,57.78596120551997,3.3538291114166388,Low,,1.0,1.0,No
17.0,Male,Local,3.258406768850313,53.00945247197637,3.742146935249216,Low,0.0,0.0,1.0,Yes
17.0,Female,Local,4.286993381645017,36.07945399099807,4.931762027237754,Low,0.0,0.0,0.0,Yes
21.0,Female,Local,2.8871171684988295,67.70400159854574,3.274691177025137,Low,0.0,1.0,0.0,No
18.0,Male,National,2.76781255989509,52.009487405071326,2.643725462004751,Medium,1.0,1.0,0.0,Yes
28.0,Male,Local,3.612225909279986,42.451247464345684,2.982097981465604,Medium,0.0,1.0,1.0,No
24.0,,Regional,4.023549151306077,16.916066800775262,1.7616468665776173,Medium,0.0,1.0,0.0,Yes
19.0,,National,4.341963845728935,59.58727642424046,2.513700808237659,Medium,0.0,1.0,0.0,No
16.0,Female,National,3.27055786856553,86.58377395004617,2.7135022933208273,Low,1.0,,0.0,Yes
19.0,Male,National,4.039340416715648,84.91888821821806,2.633138121445785,,1.0,0.0,0.0,Yes
16.0,Male,National,,53.14355615120592,3.106648410423605,High,0.0,0.0,0.0,No
29.0,Female,Regional,3.41368635002959,50.966819094573296,2.42430604733246,High,1.0,0.0,0.0,Yes
20.0,Male,National,3.941829968743336,67.03161384112536,3.78472146712713,High,0.0,0.0,0.0,No
19.0,Female,National,3.82616143920671,45.02421841217563,3.000144945442738,High,0.0,1.0,1.0,No
23.0,Male,Local,2.711803921507875,,2.99348977520297,Medium,0.0,1.0,1.0,No
23.0,Male,National,4.238270174862948,71.49120417577035,2.7704736984409575,Low,0.0,0.0,0.0,Yes
22.0,Male,Regional,4.1900456770737255,78.40399835826462,3.1086334787012855,Medium,0.0,0.0,1.0,No
18.0,Female,Regional,3.1872186492452355,58.49768885280071,3.5775687852673443,Medium,1.0,1.0,0.0,No
16.0,Male,Regional,3.6979017667187044,,2.3930088490023698,Medium,0.0,0.0,0.0,Yes
16.0,Male,Regional,3.7470150931413695,46.830261198651584,2.5393184576473202,Medium,0.0,1.0,0.0,Yes
27.0,Male,National,3.6303368829119536,47.5967946894021,2.7873917798563346,Low,0.0,0.0,1.0,No
26.0,Male,National,3.22484742307729,56.602816621477096,2.05789035356875,Low,0.0,0.0,1.0,Yes
18.0,Female,Regional,3.164188316030974,65.51048260224267,2.426519498194952,,1.0,0.0,0.0,Yes
21.0,Female,Regional,3.4872229645042774,73.70376939349875,2.666645388518739,,0.0,0.0,1.0,No
22.0,Male,National,4.086364509629682,47.95231573979483,3.6120724264989095,Medium,0.0,1.0,0.0,
21.0,Female,Regional,3.771800077297216,82.39032853439282,3.1837929303013475,Low,1.0,1.0,0.0,No
29.0,Male,Local,3.314692833956947,55.93314598436147,-5.956470854213146,Low,0.0,1.0,0.0,No
29.0,Male,Regional,3.885849355324172,59.67949058477346,3.5956285735175806,,0.0,0.0,0.0,Yes
21.0,Male,Regional,2.0757286896849623,48.79182481278265,2.9038397481204226,Medium,0.0,0.0,0.0,
21.0,Female,Local,4.074382850186051,23.636396095905873,3.2733253949502226,Medium,0.0,1.0,1.0,No
28.0,Female,Local,2.63014311061095,73.26068094541574,2.9277447729472525,Medium,1.0,1.0,0.0,No
18.0,Female,National,3.318779529298434,71.0526584563865,3.18575364457974,Medium,1.0,0.0,,No
21.0,Female,National,,55.780086643226795,,Low,0.0,0.0,0.0,No
23.0,Female,Local,2.852659262139547,61.00486075837308,1.2928279892064998,Medium,1.0,1.0,0.0,Yes
26.0,Female,Local,4.08041339368926,67.73908826556149,2.906004586469587,Medium,0.0,0.0,1.0,No
26.0,Female,National,3.2661493993440542,36.56181214670186,-5.956470854213146,Medium,0.0,0.0,0.0,Yes
17.0,Female,Regional,3.6732519408653577,52.06420983980558,3.6483507815691145,Medium,0.0,0.0,0.0,No
20.0,,Local,3.476539710560408,71.9139701943274,3.6757782392138196,High,0.0,0.0,1.0,No
29.0,Male,National,3.738520413611561,,3.8652915052643526,Low,0.0,1.0,0.0,Yes
16.0,Female,,,64.40336898249944,3.062060313673006,High,0.0,1.0,0.0,No
27.0,Female,Local,2.858503887905715,39.65127293064893,3.138120995183917,Low,1.0,0.0,0.0,Yes
16.0,Female,Regional,3.99813340972357,66.9964497365029,2.567643673195955,Medium,0.0,0.0,0.0,No
20.0,Female,National,3.253121708419344,59.465377765537745,2.7787490007810653,Low,0.0,0.0,0.0,Yes
27.0,Female,Local,2.7217090506701247,35.77302276141736,3.431039804839799,Low,0.0,0.0,0.0,Yes
28.0,Female,Regional,3.2859424195170437,77.47109031685757,3.8427191060181713,Medium,0.0,0.0,1.0,No
18.0,Female,Local,4.250379895317155,48.981126348029264,2.9023876070233,Low,0.0,1.0,1.0,Yes
19.0,Female,Regional,3.9251108710567464,47.84621344478428,2.684867514604012,Medium,0.0,0.0,0.0,Yes
18.0,,National,3.3256739327960703,63.008537958464146,3.000369571199618,High,1.0,0.0,0.0,No
16.0,Female,National,3.3253711478407855,77.22956024143073,3.4208447242503803,Low,0.0,,1.0,Yes
16.0,Female,Local,3.3391824743913086,44.762672715324044,1.9893016287065208,Medium,0.0,0.0,0.0,No
27.0,Male,Regional,4.5383739917804204,60.92519774771957,1.3926733328039334,,0.0,0.0,0.0,Yes
27.0,Male,Local,3.6909677261157765,,2.6146242053558915,Medium,0.0,0.0,0.0,No
29.0,Female,Local,3.715020823595535,70.39658410894717,2.1455013018600892,Low,0.0,1.0,1.0,Yes
28.0,,Regional,4.015141727015921,62.64662332915838,2.6443018616468823,Low,1.0,0.0,0.0,Yes
29.0,Male,Regional,3.6193945795132567,54.494582413750166,2.89655377682777,Low,0.0,0.0,0.0,No
20.0,Female,Regional,3.3704789270896485,47.5861466902692,2.6827261136838905,Low,0.0,1.0,0.0,Yes
,Male,National,3.401825075457511,61.292158245695624,4.016727274129522,Low,0.0,1.0,1.0,No
18.0,Male,Local,3.464199370292968,43.9179148202159,3.228721335221624,Medium,0.0,0.0,0.0,No
27.0,Male,Local,3.481388881745079,16.17974274758089,3.2103320517275797,High,0.0,1.0,1.0,No
24.0,Male,National,,66.54839706236501,3.4355450008303814,High,1.0,0.0,0.0,Yes
20.0,Male,Regional,3.5259729429036497,73.55902261629294,2.2028168175534617,,0.0,0.0,0.0,No
23.0,Female,,3.86632003860779,24.55601346687242,3.727378251194188,Low,1.0,0.0,0.0,No
28.0,Male,National,3.459641709945709,44.854039429350934,2.946964999425178,Low,0.0,1.0,0.0,No
16.0,,National,3.539317595158045,69.28731391507796,3.469336432068849,Low,1.0,1.0,1.0,Yes
29.0,Female,Local,2.500899657733946,90.86243204567548,-5.956470854213146,Low,,0.0,0.0,Yes
20.0,Male,National,3.9581638373512407,60.31190561513112,1.912368863788755,,0.0,0.0,0.0,Yes
18.0,Male,Local,3.6732442379489965,49.07995588156298,,Medium,0.0,1.0,0.0,No
27.0,Female,Local,,344.0,3.2634866682682615,Low,1.0,,0.0,
16.0,Male,Local,2.051872310903155,80.62314628722277,2.368563911949743,Low,0.0,0.0,0.0,Yes
,Male,Regional,4.544187352390364,50.310537313131974,2.391235843107714,,0.0,1.0,0.0,Yes
28.0,Female,Local,3.430205185922413,48.0121199002462,3.7878043490903384,Medium,0.0,1.0,1.0,No
20.0,Female,Local,4.054091408368758,52.758847167269515,2.1674116749928705,Low,1.0,1.0,0.0,
22.0,Male,Regional,2.9800470364372345,45.70007087611931,4.149871067279174,High,0.0,1.0,,No
,Female,Local,3.806386952531285,61.84005473992193,2.369565485746492,High,1.0,0.0,0.0,Yes
18.0,Male,National,2.973292218413172,84.3701768770434,3.446874347925868,Low,0.0,1.0,0.0,Yes
17.0,Male,National,3.1881155196520976,64.84618909674043,2.7699670669757106,Low,0.0,1.0,0.0,Yes
24.0,Male,Local,4.457015676933393,56.21469746810568,3.42223120175764,Medium,0.0,0.0,1.0,Yes
25.0,Female,Regional,3.4046587996183266,55.62283096626684,2.6191201985200654,,1.0,0.0,0.0,No
21.0,Female,National,3.6087164365898614,36.552137869550144,2.8860449657493943,,0.0,0.0,,No
25.0,Female,Regional,3.9350338653443773,73.24664665720738,3.0286434227770047,Low,1.0,0.0,,Yes
18.0,,Regional,3.7478409439863025,58.83244204480797,2.298468780952969,Low,0.0,1.0,1.0,
,Female,National,,57.29280129614062,3.518577041794088,Medium,0.0,1.0,0.0,No
,Male,Regional,3.6824805012331128,100.0,2.6407505034698904,Medium,0.0,0.0,0.0,No
,Male,National,4.701707792619137,64.48129362548529,2.839980059261987,Low,0.0,0.0,,No
17.0,Male,Regional,3.4711906014832072,48.72313424857224,2.303955437774041,High,1.0,1.0,0.0,Yes
21.0,Male,National,3.6005495233574836,53.60463605691685,1.2063664388432829,Medium,1.0,0.0,0.0,No
22.0,Female,,4.025327198003806,77.22668563795132,2.866280566179882,High,1.0,0.0,0.0,Yes
17.0,Male,National,4.052762966478992,,4.688830795129041,High,1.0,0.0,0.0,No
26.0,Female,National,4.09351515278019,38.4258303252395,3.549223001528617,Medium,0.0,0.0,0.0,No
25.0,Male,National,3.8193651110145925,73.78843401862805,2.9865177341859237,Medium,,0.0,1.0,Yes
17.0,Female,National,2.9284975436347582,49.97783871691509,2.8159764195542127,Medium,1.0,0.0,0.0,No
25.0,Female,Regional,,344.0,3.0157261249684324,Low,0.0,0.0,0.0,
16.0,Male,Local,,76.20072098571973,3.382983380622647,Medium,1.0,0.0,0.0,No
23.0,Male,National,3.6513177326195168,53.29017156511873,2.1734310292838086,Low,1.0,0.0,0.0,Yes
16.0,Male,Regional,3.122862074990321,79.2152454260267,3.7800251862682104,Medium,0.0,0.0,0.0,Yes
24.0,Male,Local,3.467930826703504,61.01783265791105,3.500766920808871,Low,,1.0,0.0,No
26.0,Female,Local,3.66438120515174,72.79160512683329,,Low,0.0,1.0,0.0,No
21.0,Male,,3.6606786077251368,67.27099225941713,,Low,0.0,0.0,0.0,No
22.0,Male,Local,3.7109603771176425,47.3046501751369,3.013731660385793,Low,0.0,0.0,1.0,Yes
28.0,Female,National,4.306855634529324,50.346752515238066,,Medium,,1.0,,No
25.0,Male,National,3.7267671507569897,75.44941226371742,3.4142698936189646,Medium,0.0,0.0,,No
22.0,Male,Regional,3.3779216823546756,,2.7521715023412834,Medium,0.0,0.0,0.0,No
25.0,Male,Regional,3.982043584144179,53.94527305137005,2.598478758972169,Low,1.0,1.0,0.0,No
18.0,Male,Regional,4.094735244462321,45.673161309759706,3.0712994066833907,Low,1.0,1.0,0.0,Yes
17.0,Male,Local,2.8861960924315038,66.35398598390192,4.084314106046631,Low,0.0,1.0,0.0,No
24.0,Female,Local,3.798700034924929,90.93787378864718,2.1326250470422696,Low,,0.0,0.0,Yes
23.0,Male,National,3.8505863711554493,43.9870062861859,1.972732313973292,High,1.0,1.0,0.0,Yes
28.0,Male,Local,3.351218248320004,60.36329185009137,3.1153325888655616,Low,0.0,0.0,1.0,No
27.0,Male,Local,4.18785340665581,81.18330833123144,3.0356213912992125,Low,0.0,1.0,1.0,No
25.0,Male,Local,3.4249722064837367,58.805379131314275,3.1213391650592857,Low,0.0,0.0,0.0,Yes
22.0,Male,Regional,3.5627882267357713,66.78557694374601,3.17076723853595,Low,0.0,0.0,0.0,No
24.0,Female,Regional,3.413464087858065,44.0640970777968,2.8437584217556364,Medium,0.0,1.0,0.0,No
19.0,Male,National,3.5077895237907337,66.42460645811472,4.0429044070214575,Medium,1.0,0.0,0.0,Yes
28.0,Female,Local,2.951862456552399,57.192836024931765,1.8793672150664391,Low,0.0,0.0,0.0,Yes
19.0,Female,Local,2.779974558702853,74.78594993519795,,Low,0.0,1.0,1.0,Yes
16.0,Male,National,4.297252531612486,77.81079077347127,2.927721667895667,Low,0.0,0.0,,Yes
,Male,Local,3.0765193258408363,98.84345463027921,1.849767832192083,Low,0.0,0.0,0.0,Yes
29.0,Male,Local,3.0043038252718466,68.69449759820364,2.87690191689755,Low,0.0,0.0,0.0,No
29.0,Male,,2.4233049431981426,64.8869447487325,4.1630291160096125,High,1.0,1.0,0.0,No
,Female,National,3.180519126155249,62.91576452366004,3.014620541807173,Medium,1.0,1.0,0.0,No
18.0,Male,National,2.838455103296251,54.702505607839676,3.1614906340030786,Medium,0.0,0.0,,No
22.0,Male,National,4.321007580068184,65.07725765192536,2.117884664379194,Medium,,1.0,0.0,Yes
27.0,Male,National,4.004908544671317,344.0,2.5685470143723657,Medium,,0.0,0.0,No
17.0,Male,Regional,3.155924827411138,62.52691464404421,2.7373625337732443,Medium,1.0,1.0,,No
17.0,Male,Regional,4.626217902672154,79.7639630341194,2.777599432270636,Medium,0.0,0.0,1.0,Yes
22.0,Male,Local,3.990882743495797,44.90186152080538,3.897150656502638,Medium,0.0,0.0,0.0,No
21.0,Female,Local,3.3375843082456886,77.09817841693568,3.3903837425075873,Low,0.0,,0.0,Yes
18.0,Female,Local,2.2502971425632134,79.75672601009798,2.221979430144078,Medium,0.0,0.0,0.0,Yes
24.0,Male,Local,4.645471286295371,58.22897209513382,3.1725533449024033,Medium,0.0,0.0,0.0,Yes
25.0,Male,Regional,2.805213766618202,28.172176514871083,3.3487552239477494,High,0.0,0.0,0.0,No
29.0,Male,National,2.677300626521554,50.882670193583515,3.7981043269648866,Medium,1.0,1.0,1.0,No
28.0,Female,Regional,4.01128521600482,79.45491819841664,4.106378480597861,Medium,1.0,0.0,0.0,No
,Male,,4.719876203169637,59.656979065516765,,Low,1.0,0.0,0.0,Yes
